,screen name,mentions
776,KatWaterflame,samriegel
777,TheAnimeDreamer,"theanimedreamer, animalcrossing"
778,critrolecloset,
779,kelisafeld,critsnacks
780,Sh3_J0,
781,TheAnimeDreamer,"theanimedreamer, dollskill, laurabaileyvo, criticalrole, critrol"
782,KillerPassifist,matthewmercer
783,concernedsharkk,vi1ukissa
784,RuzgofDi,
785,Gabriellowena,
786,yeshummingbird,criticalrole
787,HoganMess,
788,Mystik86Rose,arsequeef
789,TeaAndTails,samriegel
790,whitneyism,wally_wests
791,CriticalRole,dndbeyond
792,MNtattooedNerd,
793,TheAnimeDreamer,"theanimedreamer, voiceofobrien, senshistock, criticalrole"
794,EmmyTheSongbird,blacksalander
795,viet_bit,critrolestats
796,MCBE117,saturnberries
797,KatWaterflame,critrolecloset
798,KyleWithAnN,
799,hereticraidaa,"criticalrole, dndbeyond"
800,HalfElfMage,"criticalrole, dndbeyond"
801,ThxAdam,"86thfloor, woodsmokewords, maker"
802,rusmclaughlin,
803,carolinethegeek,samriegel
804,TheAnimeDreamer,"theanimedreamer, marisha_ray, matthewmercer, criticalrole, geekandsundry"
805,Migue_Florez,"criticalrole, dndbeyond"
806,EmmyTheSongbird,mhendricksonart
807,Thamien,
808,FiliSosik,adragonswinging
809,RuzgofDi,ognachosquirrel
810,darling_gypsum,"daisygardnercos, matthewmercer, critrolecosplay, criticalrole"
811,CritRoleStats,
812,MightyXRay,"criticalrole, dndbeyond"
813,TheAnimeDreamer,"theanimedreamer, babsdraws"
814,El_Jefe_TX,
815,elizabethkweens,
816,TheAnimeDreamer,"theanimedreamer, babsdraws, laurabaileyvo, marisha_ray"
817,VioletVioIence,
818,nick14562011,
819,DarWhisperer,kellyjoule
820,KatWaterflame,matthewmercer
821,CargoReborn,"criticalrole, dndbeyond"
822,nothingoskar,
823,DeptheSierra,arsequeef
824,MoriartyArchons,
825,_Maihel,"samriegel, voiceofobrien"
826,ooorangy,criticalrole
827,Badkarsbob,matthewmercer
828,TheAnimeDreamer,theanimedreamer
829,Nikkihurray,"criticalrole, dndbeyond"
830,ninefoxed,
831,BrendanTownsend,
832,drsbello,dndbeyond
833,BeardThePirate,"criticalrole, dndbeyond"
834,CarnotLesbian,matthewmercer
835,wardenasteria,mhendricksonart
836,jae_gerbomb,
837,ProfessorFandom,critrolecloset
838,RaithwallRB,"criticalrole, dndbeyond"
839,raeofsmiles95,
840,XombieKnight,"roleplayers_tv, criticalrole, hyperxesalv"
841,Occams_Lazer,
842,VesperDeRolo,
843,tore_ee_yuh,"matthewmercer, criticalrole"
844,CritRoleStats,
845,mousewaifu,
846,RaithwallRB,"criticalrole, dndbeyond"
847,Haxicannon,criticalrole
848,ConinDraconir,criticalrole
849,metzger_katie,
850,Skidrule316,matthewmercer
851,RuzgofDi,
852,settiai,
853,ninefoxed,
854,kohko86,
855,TheMadWhitaker,rusmclaughlin
856,Wally_Wests,
857,PenOfSmiting,matthewmercer
858,tsuju92,
859,FNDungeonMom,criticalrole
860,AlyMccArt,matthewmercer
861,KatWaterflame,critrolestats
862,MaskedDevera,
863,SeriUwU,planarbindings
864,PhantomRoxas,
865,Somethi65105005,"ajillustrate, talksmachina"
866,kendraparker679,"wizards_dnd, criticalrole, matthewmercer"
867,jaguarldy,
868,Aspen4800,
869,Thamien,marisha_ray
870,Occams_Lazer,
871,whitneyism,wally_wests
872,growlslikeabear,matthewmercer
873,critrolecloset,
874,Lark7911,matthewmercer
875,Banymasimo,
876,DonGeoneer,"criticalrole, matthewmercer"
877,kildahr,
878,dgbottom,
879,EncounterJoshua,
880,etienne_richard,
881,CommittedGaming,"criticalrole, matthewmercer"
882,Rachael_Conrad,rachael_conrad
883,GabbyGabbyla101,adragonswinging
884,CritRoleStats,
885,make_it_chibi,"86thfloor, woodsmokewords, maker"
886,miLky_Natti,nikkidawesdraws
887,ThatRedbirdKing,
888,stellar_sea_cow,matthewmercer
889,MorbidGiggling,fl0werb0ys
890,otdderamin,critrolecloset
891,rachelwi98,
892,TheRealKnarmor,"criticalrole, matthewmercer"
893,CRHPStats,critrolestats
894,vaxleths,
895,NomeDaBarbarian,
896,theaterboy520,"criticalrole, matthewmercer"
897,HarrisonNorthey,matthewmercer
898,TessFowler,
899,shinymews888,deerlordhunter
900,abbythecleric,rachael_conrad
901,MissNovaGirl,matthewmercer
902,Meggaetano,kickstarter
903,Avaltor05,criticalrole
904,lesbrenian,mhendricksonart
905,CaramelKrishna,blacksalander
906,metzger_katie,
907,matticusrex,matthewmercer
908,KyleWithAnN,
909,JarrodMcCarty2,critrolestats
910,wistfulVulpine,critrolestats
911,KatWaterflame,critrolestats
912,JarrodMcCarty2,critrolestats
913,V3RTlC4L,voiceofobrien
914,Apolla_Athenaa,matthewmercer
915,PhantomRoxas,ezim93
916,christianthom30,matthewmercer
917,Czar_Rannoch,saturnberries
918,The_TBoyce,matthewmercer
919,ugamicosplay,"tallinier, marisha_ray"
920,Arcaniphage,malirot_
921,__ambermarie__,critrolestats
922,yawgmothswill79,"criticalrole, dndbeyond"
923,sea_laire,
924,seduceusclay,critrolecloset
925,Firefaerie81,rusmclaughlin
926,NotusLethe,
927,GraceAndSentry,daisygardnercos
928,TheSkittlesPink,hotpeppergaming
929,rachelwi98,
930,LlamaDune,"wizards_dnd, criticalrole, matthewmercer"
931,opininginplay,critrolecloset
932,Legion_F0X,"raithwallrb, criticalrole, dndbeyond"
933,NomeDaBarbarian,rachael_conrad
934,Dragons_Dusk,
935,carolinethegeek,matthewmercer
936,TheWritingDruid,
937,ashinanfandom,migluzart
938,adamscottau,arsequeef
939,jaguarldy,matthewmercer
940,TheMattKey,"matthewmercer, tommywalker24, realturtlemike, deborahannwoll, criticalrole, marisha_ray, juliamdennis"
941,The_Ebob,"matthewmercer, criticalrole"
942,christianthom30,"criticalrole, dndbeyond"
943,MCBE117,"ajillustrate, talksmachina"
944,NemElsay,"will_hadden, criticalrole, wyrmwoodgaming"
945,capn_madd_katt,
946,DentInYourHead1,larn_draws
947,jessterlavorre,
948,meggara061,
949,WagonAgeOregons,
950,rpodrichards,"voiceofobrien, hollyconrad"
951,kmallura,
952,mme_mustardseed,nystimis
953,CaydesQueen,"criticalrole, dndbeyond"
954,JesseNeon,"dongeoneer, criticalrole, matthewmercer"
955,whiteXblackrose,
956,ShaneNDiana,"variety, criticalrole"
957,psyk0zap,
958,omw2innisfree,critrolestats
959,AnnVera10,matthewmercer
960,kayncli,voiceofobrien
961,pink_wyvern,migluzart
962,CritRoleStats,
963,KyleWithAnN,
964,Wally_Wests,
965,Fraenyr,tessfowler
966,ArtofNickRobles,"randall_hampton, criticalrole"
967,psyk0zap,
968,HoganMess,criticalrole
969,jmitchell1628,
970,PatMoody2,jennifermuro
971,vic_squared_,
972,JenniferAnneMoo,critrolestats
973,dgbottom,
974,cryptidcanadian,marisha_ray
975,JayJonesR,"criticalrole, dndbeyond"
976,theofficial_mel,wally_wests
977,GraceAndSentry,"pxelslayer, marisha_ray"
978,JaceBroham,critrolestats
979,FiliSosik,"anodesu, voiceofobrien"
980,pumatsolpatch,
981,MCBE117,nikkidawesdraws
982,APigeonKing,
983,Jimersion,critrolestats
984,alex_cattoo,"roleplayers_tv, criticalrole, hyperxesalv"
985,RiotGrrrrl5,rlinarts
986,FiliSosik,mhendricksonart
987,kisforkairon,critrolestats
988,jefmes,critrolestats
989,miss_graceless,mhendricksonart
990,firstbandonmoon,critrolestats
991,CaPowArsenic,"86thfloor, woodsmokewords, maker"
992,KyleWithAnN,critrolestats
993,elfie_peach,critrolestats
994,ninefoxed,
995,KatWaterflame,critrolestats
996,Seer__deer,"ajillustrate, talksmachina"
997,TwiliHero,critrolecloset
998,Jackieann236,migluzart
999,kmallura,critrolestats
1000,AgentTopangaL,mhendricksonart
1001,mletterle,critrolestats
1002,Squippit,morgane1rmb
1003,rekicakes,critrolestats
1004,ArchivistJenna,"matthewmercer, criticalrole"
1005,__ambermarie__,critrolestats
1006,MorbidGiggling,alienfirst
1007,ashinanfandom,critrolestats
1008,KatWaterflame,
1009,ThatScarletMoth,"v3rtlc4l, voiceofobrien, criticalrole, hollyconrad, kayncli"
1010,The_LilRaptor,critrolestats
1011,nikagumy,matthewmercer
1012,Wally_Wests,
1013,FluxElectr0,ioanamuresanart
1014,DeborahAnnWoll,"themattkey, matthewmercer, tommywalker24, realturtlemike, criticalrole, marisha_ray, juliamdennis, katewelchhhh"
1015,JaceBroham,maesburke
1016,TheKoontzy,karekareo
1017,j_veydt,
1018,WagonAgeOregons,
1019,lordaaex,"dafthux, exec"
1020,rvltnrygold,fl0werb0ys
1021,raeofsmiles95,
1022,CritRoleStats,
1023,Shad0wner,kickstarter
1024,Benobi_219,
1025,WriterAfox,matthewmercer
1026,2Lacuna,criticalrole
1027,Jimersion,
1028,otdderamin,
1029,faerybeary,
1030,The_TBoyce,
1031,christianthom30,critrolestats
1032,TessFowler,
1033,mischiefseven,critrolestats
1034,UHNGirl,critrolecloset
1035,GothFonz,
1036,Arcyo,matthewmercer
1037,EsLocoSoldado,
1038,raphazeel,
1039,TheConfusled,kellyjoule
1040,halafell,critrolestats
1041,calydonianhunt,larn_draws
1042,CRHPStats,theschmoedown
1043,UHNGirl,critrolecloset
1044,Frostylicker,arsequeef
1045,kayncli,"thatscarletmoth, v3rtlc4l, voiceofobrien, criticalrole, hollyconrad"
1046,Renaisei_,"variety, criticalrole"
1047,karlapsfalcao,"variety, criticalrole"
1048,_jill_sandwich,mhendricksonart
1049,KTS_Stories,critrolestats
1050,nothingoskar,
1051,TheWarMaid,
1052,JaceBroham,critrolestats
1053,ToothyBearRs,criticalrole
1054,MRFR_89,critrolestats
1055,metadoxy,willingblam
1056,TheKoontzy,sunnyonice
1057,DemiiiGods,"criticalrole, dndbeyond"
1058,jaguarldy,matthewmercer
1059,TeaAndTails,the_tboyce
1060,Arcaniphage,"kayncli, voiceofobrien"
1061,MckennaSan,"86thfloor, woodsmokewords, maker"
1062,ShayLogic,"my2k, matthewmercer"
1063,UHNGirl,wally_wests
1064,AvalancheUNITE,wally_wests
1065,V3RTlC4L,criticalrole
1066,JacobAKeesee,criticalrole
1067,_Maihel,
1068,AvalancheUNITE,critrolestats
1069,News_on_Shuffle,
1070,GraphixDave,critrolestats
1071,Arcaniphage,"talksmachina, itsdanicarr"
1072,strongeststars,wally_wests
1073,dorkchops,"executivegoth, marisha_ray"
1074,alexsan1993,saturnberries
1075,LakonHunter,
1076,UHNGirl,wally_wests
1077,jootdoot,apollinares
1078,DeusTwitMachine,criticalrole
1079,AvalancheUNITE,critrolestats
1080,MaskedDevera,
1081,erisperitas,
1082,higglety1,wally_wests
1083,SpiritSwordMan,
1084,AvalancheUNITE,tessfowler
1085,awwpantsno,wally_wests
1086,metzger_katie,
1087,Arcaniphage,rlinarts
1088,OffbeatWorlds,matthewmercer
1089,BigHeathen11,
1090,fl0werb0ys,fl0werb0ys
1091,MNtattooedNerd,matthewmercer
1092,Obelic_,criticalrole
1093,queerarchlich,
1094,radioproxy,
1095,Gretchen_A_K,
1096,Stray_qrow,
1097,ResistEvo,
1098,RuzgofDi,
1099,huffleswag98,critrolecloset
1100,maesburke,
1101,huffleswag98,"criticalrole, dndbeyond"
1102,SuperGeek514,critrolecloset
1103,matte_bat_,
1104,mischiefseven,mhendricksonart
1105,nothingoskar,
1106,VesperDeRolo,
1107,omalora,
1108,dorkchops,
1109,metzger_katie,
1110,3amepiphany,
1111,Imbiesaurus,
1112,CaptSardonic,
1113,ognachosquirrel,
1114,CritRoleStats,
1115,sea_laire,
1116,Mugsyface,
1117,volpiepunch,sunnyonice
1118,KyleWithAnN,critrolecloset
1119,jae_gerbomb,
1120,raeofsmiles95,
1121,malochroma,
1122,carolinethegeek,
1123,Solo_Grayson,galogenida
1124,Shelbut_t,
1125,dekudaze,ioanamuresanart
1126,b00m0ny0u,
1127,radioproxy,
1128,DeanJGeisel,"justinmcelroy, criticalrole"
1129,Occams_Lazer,
1130,felandaris,
1131,jaceofswords,"jaceofswords, executivegoth, m"
1132,daerksiea,
1133,WagonAgeOregons,
1134,Wally_Wests,
1135,vashiane,wally_wests
1136,whitneyism,critrolecloset
1137,BigHeathen11,
1138,highnessbunbun,cryades
1139,ninefoxed,
1140,Gretchen_A_K,
1141,talk_elfy_to_me,
1142,ConnZombie,
1143,KyleWithAnN,
1144,YanYears,
1145,maesburke,
1146,kmallura,
1147,AvalancheUNITE,
1148,jae_gerbomb,
1149,TheRealJDanielC,
1150,Wally_Wests,
1151,elfie_peach,felandaris
1152,koboldwizard,jdkingwrites
1153,saltygirafe,
1154,EncounterJoshua,
1155,omalora,
1156,FNDungeonMom,"criticalrole, matthewmercer"
1157,azraelkrieg,
1158,psyk0zap,kayncli
1159,3amepiphany,
1160,mischiefseven,
1161,vavavaxildan,
1162,ChibiLenne,criticalrole
1163,CritRoleStats,
1164,piggy8174,
1165,UHNGirl,wally_wests
1166,nothingoskar,
1167,VioletVioIence,
1168,whitneyism,
1169,growlslikeabear,
1170,VesperDeRolo,
1171,breaktheblondie,
1172,koboldwizard,"wizards_dnd, criticalrole, matthewmercer"
1173,Mystik86Rose,tessfowler
1174,ikeptyourcat,
1175,KatWaterflame,
1176,cryingcryptid,
1177,Mystik86Rose,tessfowler
1178,j_veydt,samriegel
1179,imbtyler,critrolestats
1180,bravestface37,
1181,Thamien,
1182,TamDalzell,
1183,antivanruffles,
1184,LittleBIue,
1185,SpeaksFool,
1186,LizDoodlez,
1187,ArcboundRavager,
1188,Mystik86Rose,"criticalrole, dndbeyond"
1189,TheKoontzy,"ajillustrate, talksmachina"
1190,dee_cherrywolf,critrolestats
1191,DaftHux,
1192,nick14562011,
1193,Solaris_Devorak,criticalrole
1194,MaskedDevera,
1195,Mystik86Rose,critrolestats
1196,Soresire_,
1197,OtakuMutt,wally_wests
1198,MorbidGiggling,sunnyonice
1199,SnowQueenLouise,critrolestats
1200,AnnVera10,
1201,AllyeKatDraws,
1202,so_this_sothis,
1203,Pamapajama,
1204,News_on_Shuffle,triaelf9
1205,ninefoxed,wally_wests
1206,ashes2arsenic,rlinarts
1207,ikeptyourcat,
1208,OtakuMutt,wally_wests
1209,__ambermarie__,tessfowler
1210,NomeDaBarbarian,
1211,Mystik86Rose,critrolestats
1212,WagonAgeOregons,
1213,cydonionknight,
1214,SnowQueenLouise,critrolestats
1215,settiai,
1216,arcanetiefling,
1217,breaktheblondie,"ajillustrate, talksmachina"
1218,RebeccaCJo,
1219,Skidrule316,"samriegel, criticalrole"
1220,BasiliskXVIII,
1221,aimoahmed,
1222,euheinbixo,wally_wests
1223,twotigermoon,
1224,SiangManJo,pukaparade
1225,itbeJamesFarmer,
1226,__ambermarie__,critrolestats
1227,SapphicCupcake,mhendricksonart
1228,mletterle,critrolestats
1229,Northern_Goblin,
1230,Occams_Lazer,
1231,MykalWane,"kayncli, voiceofobrien"
1232,jr1ch1,criticalrole
1233,alejalp97,fl0werb0ys
1234,JaceBroham,maesburke
1235,laylawrote,larn_draws
1236,whiteXblackrose,
1237,Aidan_A30,antivanruffles
1238,Yang_antonio,willfriedle
1239,NerdyRavenGamer,kharypayton
1240,CritRoleCosplay,
1241,HyperXESALV,criticalrole
1242,AnnChoviArt,galogenida
1243,rudetuesday,
1244,Devon_Arcane,
1245,HalfElfMage,critrolestats
1246,SpiritSwordMan,
1247,KyleWithAnN,arsequeef
1248,WagonAgeOregons,imbiesaurus
1249,FiliSosik,saturnberries
1250,omalora,occams_lazer
1251,__ambermarie__,critrolestats
1252,Ahsoka323,critrolestats
1253,asingingbadger,
1254,WagonAgeOregons,ognachosquirrel
1255,val_to_string,
1256,arcanetiefling,
1257,hcamachoiv,
1258,theofficial_mel,
1259,FiliSosik,cyborg_cinders
1260,cmgeloneck,criticalrole
1261,jaguarldy,samriegel
1262,cherimoyacos,srerenga
1263,WagonAgeOregons,carolinethegeek
1264,TheJesusGaray,matthewmercer
1265,SpeaksFool,sunnyonice
1266,CritRoleStats,
1267,thisjus10,devenrue
1268,DarkestArgentum,samriegel
1269,Kav_Lucas,
1270,otdderamin,
1271,DaveEngler,
1272,itbepansam,samriegel
1273,Cybrwulf1201,
1274,SpeaksFool,wally_wests
1275,carolinethegeek,
1276,BarbBondVO,
1277,carolinethegeek,
1278,Seer__deer,critrolestats
1279,lightningsew,galogenida
1280,psyk0zap,
1281,BallahPanda,critrolestats
1282,AmandaDinosaur7,
1283,BuckeyeGG,"hyperxesalv, criticalrole"
1284,EnderDragon78,criticalrole
1285,BasiliskXVIII,
1286,omalora,"darkestargentum, samriegel"
1287,Cybrwulf1201,kylewithann
1288,Gojira007X,galogenida
1289,skitch_,samriegel
1290,TriaElf9,"news_on_shuffle, triaelf9"
1291,Benobi_219,
1292,Zer0_oreZ,samriegel
1293,OtakuMutt,
1294,BarbBondVO,"jaguarldy, samriegel"
1295,KateTHuggins,
1296,etienne_richard,"samriegel, matthewmercer"
1297,Rikaya94,critrolestats
1298,Ayalet16,kickstarter
1299,zeagiber,wally_wests
1300,Microbe_Mineral,criticalrole
1301,Wally_Wests,
1302,OtakuMutt,occams_lazer
1303,skraeling19,
1304,CaeliaMer,
1305,faceplantmay,critrolecloset
1306,GouletIan,samriegel
1307,ShaneWoodDowd,"criticalrole, samriegel"
1308,kimwonfvck,samriegel
1309,C_Dobbins,critrolestats
1310,Legendary_Mo_22,voiceofobrien
1311,MathisTheDad,"ajillustrate, talksmachina"
1312,AurelleaArt,mhendricksonart
1313,FrogHoney,karekareo
1314,GilTheVlogsmith,samriegel
1315,KateTHuggins,
1316,artemyiss,"criticalrole, takayuuki_art"
1317,MaskedDevera,critrolestats
1318,jaguarldy,samriegel
1319,WagonAgeOregons,otdderamin
1320,TheKoontzy,fuyuhangetsu
1321,karekareo,marisha_ray
1322,PhakzMachine,samriegel
1323,CritRoleStats,
1324,KatWaterflame,critrolestats
1325,mirandapanda127,
1326,Souleat15061478,criticalrole
1327,Zaphypoo,"roleplayers_tv, criticalrole, hyperxesalv"
1328,the_taolpe,sunnyonice
1329,Zzarolina,criticalrole
1330,BWitteArt,samriegel
1331,daerksiea,devon_arcane
1332,vic_squared_,
1333,MikazeRoa,critrolestats
1334,imjeremymccarty,
1335,KatWaterflame,critrolestats
1336,_Maihel,carolinethegeek
1337,calentura,
1338,TopazArtGirl,critsnacks
1339,_Maihel,barbbondvo
1340,_Maihel,carolinethegeek
1341,Dubbs98T,"variety, criticalrole"
1342,jstty26,raeofsmiles95
1343,Arcaniphage,
1344,KezzieZ,larn_draws
1345,achillescorpse,rlinarts
1346,ziradavine,kellyjoule
1347,dm_sul,"roleplayers_tv, criticalrole, hyperxesalv"
1348,auberginefedora,matthewmercer
1349,NihilisticNips,tessfowler
1350,AndrewLorenz17,
1351,cantarnada,"variety, criticalrole"
1352,WagonAgeOregons,"etienne_richard, samriegel, matthewmercer"
1353,RuzgofDi,
1354,MightyXRay,marisha_ray
1355,law72499,samriegel
1356,rusmclaughlin,samriegel
1357,Dan_Dillon_1,"wizards_dnd, criticalrole, matthewmercer"
1358,Wally_Wests,
1359,heythistlewitch,
1360,CrystalQueeeerr,blacksalander
1361,lindseymarie713,larn_draws
1362,lijdad,marisha_ray
1363,Nelokon,
1364,Zaphypoo,"hyperxesalv, criticalrole"
1365,CapnGregarious,
1366,CaptainCatTrek,alarnia
1367,TheTrueDudeist,"criticalrole, matthewmercer, dndbeyond, wizards_dnd"
1368,lijdad,"variety, criticalrole"
1369,RuzgofDi,benobi_219
1370,MikazeRoa,critrolestats
1371,_Unitas_,arsequeef
1372,marriedIGUANAS_,
1373,AttemptsLife,rlinarts
1374,heythistlewitch,wally_wests
1375,ikeptyourcat,critrolestats
1376,Skidrule316,critrolestats
1377,jerichovil,samriegel
1378,CritRoleStats,
1379,wistfulVulpine,critrolestats
1380,mybelovedashes,dndbeyond
1381,MikazeRoa,critrolestats
1382,shabello23,karekareo
1383,Gmightyguin,
1384,ArseQueef,willingblam
1385,mayutainan1,critrolecosplay
1386,planetstriders,blacksalander
1387,Roleplayers_TV,"dm_sul, criticalrole, hyperxesalv"
1388,planetstriders,"pxelslayer, marisha_ray"
1389,Lanternman2814,ruushes
1390,HollyConrad,"criticalrole, voiceofobrien, kayncli"
1391,Neuromancer568,"critrolecloset, wizards_dnd"
1392,Arcaniphage,"arsequeef, voiceofobrien, samriegel"
1393,CrystalQueeeerr,migluzart
1394,carolinethegeek,
1395,Mystik86Rose,"arsequeef, willingblam"
1396,Imbiesaurus,"arsequeef, willingblam"
1397,worldbuilder93,critrolestats
1398,diamond_kitsune,"hollyconrad, criticalrole, voiceofobrien, kayncli"
1399,merkeiing,
1400,ashlel744,"hollyconrad, criticalrole, voiceofobrien, kayncli"
1401,HappyCapster,"arsequeef, willingblam"
1402,HollyConrad,"kayncli, voiceofobrien"
1403,Kaylynnjohnso13,"kayncli, voiceofobrien"
1404,worldbuilder93,"themattkey, matthewmercer, tommywalker24, realturtlemike, deborahannwoll, criticalrole, marisha_ray, juliamdennis, katewelchhhh"
1405,ninefoxed,"arsequeef, willingblam"
1406,Wally_Wests,
1407,ChibiLenne,"arsequeef, willingblam"
1408,ace_remus,larn_draws
1409,JennaGerwig,"hollyconrad, criticalrole, voiceofobrien, kayncli"
1410,Gabriellowena,
1411,LittleBIue,migluzart
1412,astraldreadnot,
1413,Wally_Wests,
1414,CaptSardonic,
1415,VesperDeRolo,
1416,wistfulVulpine,"kayncli, voiceofobrien"
1417,ArmyofWomack,critrolestats
1418,_Maihel,"hollyconrad, criticalrole, voiceofobrien, kayncli"
1419,CritRoleStats,
1420,Roleplayers_TV,"thetruedudeist, criticalrole, matthewmercer, dndbeyond, wizards_dnd"
1421,OlgaMG4,
1422,3amepiphany,hugwins
1423,MaskedDevera,
1424,SciGuyKai,"elonmusk, criticalrole"
1425,Ninjababe,ithildyn
1426,theofficial_mel,guxpito
1427,KptBoredom,"hollyconrad, criticalrole, voiceofobrien, kayncli"
1428,missmernerr,fuyuhangetsu
1429,TriaElf9,"mirandapanda127, tria"
1430,mercy_neutral,nordreys
1431,LivingInAlaris,cait_w_candy
1432,NixDajo,
1433,cardboardmoose,
1434,Arcaniphage,"hollyconrad, criticalrole, voiceofobrien, kayncli"
1435,HazardTS,
1436,papersbridge,kellyjoule
1437,jigoku_nozomi,"matthewmercer, samriegel"
1438,YoursDearlyEve,
1439,ScribesToolbox,
1440,Arcaniphage,"arsequeef, willingblam"
1441,kayncli,"hollyconrad, criticalrole, voiceofobrien, kayncli"
